TOT_POP,% Black-alone,% NA/AI-alone,% Asian-alone,% Hawaiian/PI-alone,% Two or more races,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,MEDHHINC_2018,Civilian_labor_force_2018,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,county_pop2018_18 and older,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_number,Urban_rural_code,age 0-19 pct %,age 20-39 pct %,age 40-59 pct %,age 60-79 pct %,age 80+ pct %
7142,0.504060487,0.378045365,0.392047046,0.01400168,1.120134416,5.2,34.4,38.1,22.3,9.8,57367,4089,2.6,96.1,239.2,214.5,88.2,80.3,6.8,6.2,3.868508678,3.042980032,0.344278763,3.309518429,4.664421947,10.16177638,0,7175,1814,25.3,5381,41.9,2253,32.7,1760,396,6.9,371,10.3,552,161,5,26.81321759,21.68860264,25.413049559999997,20.358443014000002,5.726687202
1366,0.512445095,2.269399707,0.878477306,0.219619327,4.465592972,7.9,37.1,41.0,14.0,19.2,39579,723,3.5,62.7,303.4,271.5,109.4,101.0,9.2,8.3,0.684839549,0.377460351,0.01988349,0.837388292,0.64474661,2.008558448,0,1415,629,44.5,1155,50.4,582,33.8,390,144,12.0,138,16.5,191,54,6,17.20351391,15.592972181,22.03513909,36.4568082,8.711566618
54973,14.57988467,0.363814964,1.080530442,0.065486693,2.019173049,14.0,31.5,31.9,22.5,11.3,51525,26036,3.3,71.0,263.2,231.8,90.3,81.7,7.3,6.3,28.90093893,13.5662737,0.619582433,27.41652268,24.06690515,75.84721623,0,55158,13887,25.2,44345,49.2,21823,38.4,17028,3642,8.9,3936,13.0,5767,1491,3,21.372310040000002,24.89221981,26.53120622,22.238189652,4.966074255
52592,14.57636142,1.652342562,0.551414664,0.060845756,1.945162762,20.7,31.5,31.0,16.9,17.4,43483,20979,4.1,71.7,224.8,199.9,72.9,66.5,6.2,5.4,18.14032513,10.70645654,0.958322226,19.89938696,17.61260658,62.11320617,0,51594,11992,23.2,39222,52.1,20430,38.2,14983,3699,9.5,3743,14.9,5847,1477,5,28.44729236,23.77928202,24.17477943,19.520079101,4.078567082
13346,0.599430541,0.659373595,0.38213697,0.007492882,1.221339727,24.3,42.1,21.4,12.1,21.2,36317,4886,4.4,69.4,253.1,225.8,85.1,77.8,8.1,7.4,11.33126953,2.349838774,0.226704244,7.071201077,4.900754356,19.91646068,0,13359,3484,26.1,10469,55.1,5769,38.6,4041,1204,14.5,1519,16.3,1707,428,6,23.55012738,22.538588339999997,26.09021429,23.287876519999998,4.533193466
6150,0.260162602,0.520325203,0.943089431,0.178861789,1.349593496,4.3,32.7,37.8,25.3,11.4,51514,3426,2.3,88.6,227.6,206.5,88.0,80.5,6.8,6.3,3.468412385,1.757441598,0.293611036,2.545333084,3.778921898,8.054236555,4,6230,1776,28.5,4717,45.2,2133,34.8,1642,421,8.4,397,12.9,606,163,6,26.731707319999998,20.91056911,21.707317072000002,23.268292680000002,7.382113821
32251,37.00040309,0.539518155,0.468202536,0.046510186,1.875910824,17.8,41.2,27.2,13.7,18.2,42116,13302,4.8,80.3,229.5,205.0,80.1,72.3,7.0,6.2,13.45449691,6.654298565,0.437699334,13.55599241,14.85006,40.92805943,6,32424,7881,24.3,25007,50.5,12630,39.7,9928,2270,10.0,2511,16.2,4041,983,2,24.58528417,23.15277046,26.26275154,21.862887977,4.136305851
559335,26.10921898,0.461262034,5.761663404,0.066865117,2.572340368,8.5,30.6,25.0,35.9,11.6,69562,298915,3.7,106.3,284.6,252.3,96.8,87.2,7.0,6.6,301.8834001,147.4717759,4.04824483,285.1121001,237.6898036,916.0599728,119,555036,112051,20.2,439108,40.5,177699,33.1,145345,25402,6.4,28308,11.2,49031,12823,2,24.42042783,27.45456658,26.1562391,18.230041032000003,3.738725451
26215,28.47606332,0.480640855,0.724775892,0.061033759,1.491512493,20.1,35.9,30.3,13.7,21.6,40965,11376,4.4,69.9,228.7,202.9,79.1,71.9,7.0,6.1,11.99919435,8.291032109,0.361346455,12.40539761,8.500363849,31.86826529,28,26241,6294,24.0,20392,46.9,9557,31.9,6505,1898,10.8,2201,15.6,3181,799,5,24.48598131,23.52088499,26.58020218,21.213045964000003,4.199885562
17787,0.882667116,0.337325013,0.387923765,0.044976668,1.69786923,14.2,39.9,28.6,17.3,10.8,49487,7943,4.3,112.4,263.4,231.6,100.1,89.4,10.5,9.2,9.278467764,6.579635315,0.551586194,9.613359382,12.22354405,27.60885896,0,17510,5135,29.3,14602,50.6,7388,35.9,5242,1513,12.4,1816,14.8,2157,504,6,19.964018666,20.413785349999998,28.30719065,26.457525160000003,4.857480182
49774,31.9062161,2.286334231,1.663519106,0.084381404,2.258207096,18.7,50.0,20.8,10.6,21.0,39764,20103,6.6,82.8,260.3,231.8,84.1,75.8,9.1,7.8,25.25027715,8.192454557,1.687624276,26.77768393,19.14065002,80.03397913,15,52578,11173,21.3,37909,54.1,20493,41.7,15808,3635,10.9,4125,16.3,6177,1469,5,26.03769036,24.51681601,25.98545425,19.463977175,3.996062201
6050,0.396694215,0.925619835,0.545454546,0.082644628,1.157024793,6.2,38.8,34.7,20.3,10.7,53780,2835,2.9,96.9,192.6,181.6,73.9,68.9,5.8,5.5,2.372808698,2.131389208,0.155198243,1.341602592,3.179839563,4.811145543,0,5942,1565,26.3,4433,41.5,1840,31.8,1410,369,7.9,351,12.1,538,150,6,29.140495870000002,20.85950413,22.247933879999998,22.710743805,5.041322314
12304,0.520156047,0.130039012,0.349479844,0.056892068,0.861508453,5.8,30.8,35.3,28.0,6.8,65060,6544,2.5,108.3,218.2,193.1,84.8,77.9,6.9,6.5,7.492776156,3.325357992,0.460014353,4.982189348,8.424500142,15.93287,0,12354,3350,27.1,9486,42.6,4037,35.8,3396,691,6.5,613,9.8,930,278,4,25.056892060000003,22.147269180000002,24.73992198,21.854681402,6.201235371
70942,0.965577514,0.475035945,3.089848045,0.03805926,1.508274365,6.7,31.8,29.5,32.0,11.3,59032,39282,3.0,97.1,264.9,238.3,94.6,86.4,7.9,7.1,37.10881545,22.4532129,1.622976802,37.24304661,39.97648122,112.229456,12,70371,15091,21.4,57277,37.9,21701,32.2,18443,3574,5.9,3397,8.6,4938,1541,5,23.86879423,29.277437900000002,23.68131714,19.188914888,3.983535846
66893,2.010673763,1.016548817,1.221353505,0.150987398,1.459046537,20.5,32.7,31.9,14.9,17.3,53559,30351,6.3,88.3,224.8,199.9,72.9,66.5,6.2,5.4,23.07310558,13.61779353,1.218912547,25.31049764,22.40188796,79.00324575,0,66867,12717,19.0,48993,46.6,22807,37.0,18127,3828,7.2,3546,14.3,6988,1676,3,29.318463809999997,26.215000080000003,23.96065358,17.18714963,3.318732902
20478,2.241429827,6.81707198,0.47856236,0.102549077,1.772634046,11.6,40.0,34.0,14.4,12.0,52919,10679,3.1,87.1,264.9,238.3,94.6,86.4,7.9,7.1,10.71176909,6.481307177,0.46848579,10.75051603,11.53954473,32.39596853,0,20531,5137,25.0,16021,47.7,7640,36.7,5880,1317,8.0,1284,11.4,1829,528,6,23.74255298,23.77185272,26.27698017,21.706221312,4.502392812
68362,10.97393289,19.55179778,0.658260437,0.111172874,8.712442585,14.9,36.2,29.3,19.5,15.6,43911,29238,4.0,84.6,206.7,189.1,73.9,68.5,6.2,5.8,19.60838776,22.33033018,2.167151609,22.86778378,39.18210109,80.82608642,24,69471,15273,22.0,51723,53.4,27601,40.4,20896,4966,10.3,5319,14.9,7703,1924,5,27.05596676,25.63704982,24.17278605,19.063222262,4.070975103
7106,85.1533915,0.23923445,0.126653532,0.028145229,0.816211652,25.2,36.1,23.7,15.0,35.5,28024,1998,13.3,62.6,191.3,174.8,65.9,61.2,7.1,6.7,4.963323991,0.254590444,0.235555645,2.805253589,2.610146893,8.044582174,0,7463,1641,22.0,5499,64.3,3536,49.9,2744,647,13.1,718,24.0,1320,311,6,24.781874469999998,26.38615255,25.063326760000002,19.20911905,4.55952716
18717,19.86429449,0.544959128,0.44878987,0.048084629,1.341026874,19.7,34.1,31.7,14.5,20.1,44622,6791,5.4,99.7,191.3,174.8,65.9,61.2,7.1,6.7,13.07325291,0.670583922,0.620446806,7.388957419,6.875051983,21.1891985,0,17981,3849,21.4,14759,50.3,7420,36.6,5402,1225,9.7,1429,13.1,1939,481,6,27.17850083,25.8000748,24.640700969999997,19.372762727,3.007960677
3370,0.890207715,2.522255193,0.148367953,0.029673591,1.869436202,16.1,35.1,31.7,17.1,14.1,44804,1454,3.4,73.9,224.8,199.9,72.9,66.5,6.2,5.4,1.162399142,0.686050322,0.061407551,1.275116634,1.128583894,3.980101628,0,3238,1085,33.5,2661,49.7,1324,34.8,926,288,9.8,262,15.2,404,107,6,23.53115727,19.910979227,22.848664693,26.646884280000002,7.06231454
754610,9.078994447,0.502511231,1.75865679,0.112773486,1.753753595,12.0,30.8,29.4,27.8,12.1,56343,342684,3.4,101.6,265.2,240.7,86.8,80.1,6.9,6.0,437.9002433,215.8678141,7.688054434,410.7971943,293.3506484,1031.085015,141,700165,239488,34.2,621987,37.6,233809,24.6,153009,62563,10.0,62499,13.0,80680,24146,3,19.531943652000002,21.10798956,23.54607015,28.66871629,7.145280343
7032,6.399317406,1.052332196,0.924345848,0.042662116,1.962457338,19.3,36.7,32.2,11.8,16.3,44821,3160,4.7,73.9,224.8,199.9,72.9,66.5,6.2,5.4,2.425516548,1.431544767,0.128135874,2.660718152,2.354956066,8.30506666,0,7293,1985,27.2,5437,51.2,2785,38.0,2066,546,8.8,477,17.1,929,226,6,25.298634810000003,21.78612059,23.649032990000002,23.43572241,5.830489192
31095,1.09342338,3.627592861,0.453449108,0.070750925,2.083936324,8.4,30.6,34.7,26.3,8.1,68043,16169,3.3,104.3,237.6,217.1,87.0,79.6,10.5,9.7,18.69602027,9.286644643,1.595502824,14.35952542,24.01436302,36.94202693,0,30059,6275,20.9,23903,42.4,10130,31.6,7553,1641,6.2,1491,9.9,2362,662,4,24.85287023,27.89515999,23.83341373,18.433831808,4.984724232
9265,0.474905559,0.744738262,0.248246087,0.010793308,1.705342688,13.2,43.1,30.9,12.8,18.2,40650,3037,8.6,71.8,287.0,249.7,97.8,87.6,7.9,6.7,4.096803544,3.506381857,0.133470523,6.872805041,5.582589988,18.81841682,0,9290,3665,39.5,7875,54.4,4282,36.8,2898,995,13.4,1053,15.9,1250,344,6,16.632487857,15.369670804,24.382083107,36.40582838,7.209929843
9911,32.88265564,0.242155181,0.242155181,0.020179598,1.079608516,18.3,33.4,33.8,14.5,17.9,42588,3593,5.5,95.2,191.3,174.8,65.9,61.2,7.1,6.7,6.92253083,0.355086672,0.328538136,3.912590531,3.640468035,11.22007514,0,10221,2872,28.1,8071,49.8,4017,37.0,2986,809,10.5,849,16.1,1302,322,5,20.462112799,21.7939663,26.23347795,26.30410655,5.206336394
492,0.406504065,0.0,0.0,0.0,1.219512195,10.9,24.9,39.3,24.9,11.6,53207,440,2.5,89.1,239.2,214.5,88.2,80.3,6.8,6.2,0.266494857,0.20962562,0.023716767,0.227986988,0.321323943,0.700027161,0,432,115,26.6,401,44.7,179,35.4,142,36,8.5,34,12.2,49,14,5,21.747967476,15.447154472000001,29.674796739999998,26.2195122,6.910569106
2171603,9.419447293,2.069208783,7.755100725,0.476099913,3.537571094,20.5,26.5,32.8,20.3,14.9,63310,961030,4.0,84.1,279.6,243.8,96.2,87.1,7.2,6.2,846.1979059,434.6275348,19.70838512,1227.684168,834.339936,3226.410868,410,2121220,330448,15.6,1599325,45.3,725284,34.7,554966,93262,6.0,95615,12.8,204266,49429,2,29.13833698,29.58980071,24.417492510000002,14.330427799,2.523941991
17471,1.25922958,3.399919867,1.722855017,0.194608208,4.035258428,9.6,26.5,40.4,23.4,14.9,51402,7663,5.3,68.3,279.6,243.8,96.2,87.1,7.2,6.2,6.807839008,3.496669354,0.158558077,9.876975719,6.712439162,25.95714976,0,17658,6311,35.7,14643,38.8,5686,26.3,3851,1327,8.7,1275,12.6,1843,561,6,17.663556751,20.51399462,24.308854676000003,31.097246860000002,6.416347089
1310300,23.52690224,0.309700069,5.67366252,0.058154621,3.251774403,9.0,24.8,26.9,39.3,15.5,60383,685914,3.8,107.5,292.7,248.6,93.7,83.7,8.3,7.1,676.9272391,250.6390639,21.74596529,886.2041319,605.9726204,2553.693718,449,1253507,205767,16.4,1005657,39.0,392670,30.2,303708,60329,6.9,69369,11.3,113626,26580,1,26.1024193,32.55323208,23.95107991,14.689307793,2.703960925
5190,0.404624278,10.69364162,0.500963391,0.269749518,4.046242775,9.6,34.3,32.5,23.6,16.5,43819,2690,2.6,73.4,239.2,214.5,88.2,80.3,6.8,6.2,2.811195749,2.211294646,0.250182971,2.404984688,3.389575735,7.384432852,0,5241,1703,32.5,4041,46.0,1861,35.2,1422,394,9.1,368,13.8,560,160,6,24.16184971,18.477842002000003,22.697495179999997,26.58959537,8.073217726
13706,50.02188822,0.269954764,0.715015322,0.072960747,1.065226908,24.8,39.6,24.3,11.3,29.1,37278,5157,4.6,63.6,228.7,202.9,79.1,71.9,7.0,6.1,6.273544069,4.334803971,0.188922926,6.485919497,4.444248976,16.66169918,0,14053,3522,25.1,11350,53.8,6111,42.2,4790,1109,10.9,1237,18.6,2114,490,6,19.188676496,25.120385239999997,27.805340729999998,23.449584127,4.436013425
46248,0.880038056,0.380556997,0.700570836,0.082165715,1.483307386,15.2,39.0,25.3,20.5,11.5,55766,23481,3.2,100.1,230.8,212.0,80.3,74.4,6.5,6.1,23.86390547,5.839849441,0.912260504,18.18301051,22.96546709,60.16772691,7,46752,10866,23.2,34658,48.2,16720,37.0,12823,2912,10.3,3570,13.2,4577,1139,5,27.45632244,22.550164340000002,25.36109669,19.935997227999998,4.696419305
44785,7.076029921,0.542592386,1.817572848,0.069219605,1.413419672,13.6,38.8,22.0,25.5,12.6,55679,19640,3.7,91.4,320.5,273.3,100.8,88.2,8.7,7.2,24.48878626,19.82392251,0.695882974,36.28382783,25.19166304,93.60150534,12,45056,10058,22.3,36658,40.4,14817,31.5,11547,2568,7.4,2729,10.2,3734,1049,5,23.083621745000002,28.31081836,24.64441219,18.626772356,5.334375349
22628,12.86901184,0.587767368,1.652819516,0.053031642,3.632667492,13.4,32.8,28.9,25.0,15.1,47117,10461,3.2,64.9,263.2,231.8,90.3,81.7,7.3,6.3,11.89621171,5.584152971,0.255032676,11.28519592,9.906425514,31.2202501,0,21620,5038,23.3,17282,44.9,7765,33.7,5824,1431,9.0,1548,12.6,2169,588,4,25.486123380000002,26.449531550000003,23.98356019,19.391903837,4.688881032
134238,17.09128563,0.451437,2.910502242,0.159418347,3.573503777,9.8,29.6,29.1,31.5,7.5,86695,66032,3.0,119.4,263.2,231.8,90.3,81.7,7.3,6.3,70.57290379,33.1273434,1.512951935,66.94812311,58.76872671,185.2105327,12,130159,23288,17.9,101074,44.1,44576,34.7,35073,6269,6.8,6842,10.6,10740,2766,2,27.07728065,24.99888258,27.646419039999998,17.249214078,3.028203638
2929,0.819392284,0.341413452,0.170706726,0.06828269,0.682826903,10.7,25.3,38.2,25.8,10.3,57251,1808,1.9,95.9,239.2,214.5,88.2,80.3,6.8,6.2,1.58651105,1.247954146,0.141191892,1.357263999,1.912922414,4.167438116,0,2904,883,30.4,2196,38.1,836,31.1,683,167,6.8,150,10.0,220,67,6,27.27893479,20.314100376,22.02116764,23.011266642000002,7.374530557
3741,3.314621759,1.149425287,0.641539695,0.0,2.11173483,20.2,38.5,30.7,10.6,10.0,65273,1896,2.5,107.7,224.8,199.9,72.9,66.5,6.2,5.4,1.290366525,0.76157693,0.068167848,1.415492976,1.25282859,4.418267118,0,3735,608,16.3,2650,48.6,1287,39.3,1041,188,6.4,170,13.8,365,84,6,31.72948409,27.13178294,24.27158513,13.980219193,2.886928629
4358,0.665442864,81.59706287,0.183570445,0.022946306,3.832033043,16.0,32.2,35.6,16.2,32.9,37002,1250,4.1,56.7,237.6,217.1,87.0,79.6,10.5,9.7,2.620268736,1.301533924,0.223611555,2.012503996,3.365640586,5.177467546,0,4420,542,12.3,2805,56.1,1573,42.7,1198,290,11.2,314,18.2,511,122,4,39.398806789999995,25.745754929999997,22.83157411,10.234052318,1.78981184
45168,5.705366631,0.174902586,0.732819695,0.022139568,1.277453064,10.9,49.2,23.0,16.9,13.7,49019,19810,5.3,80.5,320.5,273.3,100.8,88.2,8.7,7.2,24.69821364,19.99345611,0.701834145,36.59412605,25.4071014,94.40198266,7,45686,11826,25.9,37029,45.0,16650,33.9,12553,3085,9.0,3333,12.4,4578,1207,5,21.030375487999997,24.81624159,26.36379738,22.670917462,5.118668084
159442,7.921375798,0.342444274,2.792865117,0.053310922,2.5118852,8.4,29.1,32.4,30.1,11.1,71084,81358,3.9,105.1,375.1,304.1,112.9,94.8,10.2,7.4,102.8912884,72.55667494,1.354369509,169.051423,52.86936395,399.0331562,12,159800,35905,22.5,128251,40.7,52230,30.7,39373,8759,7.9,10169,10.4,13369,3626,3,22.7255052,27.22620138,26.15308388,19.831662924,4.063546619
7711,1.037478926,1.076384386,0.842951628,0.103747893,1.465438983,4.9,25.5,44.2,25.5,9.9,55345,4230,2.6,95.2,227.6,206.5,88.0,80.5,6.8,6.3,4.348768764,2.203517425,0.368135724,3.191392424,4.738092155,10.09857204,1,7847,1833,23.4,5909,44.5,2627,36.0,2127,419,7.2,425,11.0,650,172,6,27.99896252,26.00181559,21.80002593,18.804305536999998,5.394890416
364286,19.4388475,0.542705457,2.110704227,0.14658812,1.845527964,10.8,27.5,30.5,31.2,13.0,57196,179683,3.4,109.2,253.1,225.8,85.1,77.8,8.1,7.4,309.2928855,64.14006951,6.188010062,193.0121052,133.7686349,543.6301361,215,354589,81748,23.1,288641,47.2,136261,36.3,104777,22389,8.9,25824,12.9,37343,9103,3,23.233393550000002,27.2343708,25.3421762,19.860219714,4.329839741
14653,3.18706067,0.90766396,1.201119225,0.040947246,2.613799222,8.8,30.8,39.7,20.6,16.0,41807,7120,4.2,71.9,227.6,206.5,88.0,80.5,6.8,6.3,8.263844987,4.187283209,0.699558132,6.064514744,9.003665458,19.19003711,0,14757,3661,24.8,10889,51.0,5555,42.5,4628,976,9.5,1033,14.0,1530,389,6,28.820036860000002,22.59605542,22.200232040000003,20.964990105,5.418685593
40589,0.613466703,0.206952623,0.364630811,0.068984208,1.032299391,10.8,45.5,25.8,17.8,12.8,52573,20483,4.0,86.3,320.5,273.3,100.8,88.2,8.7,7.2,22.19438083,17.96657789,0.630684248,32.88432037,22.83140362,84.8317852,4,41716,11975,28.7,33091,47.1,15596,35.9,11880,3066,9.8,3228,13.2,4352,1165,6,20.441498924999998,20.17048954,27.05905541,26.650077609999997,5.678878514
8018,11.58643053,0.511349464,0.162135196,0.037415814,1.459216762,11.4,47.2,25.2,16.2,15.5,47600,3302,3.9,101.1,207.6,188.2,79.9,75.0,7.0,6.5,3.471830647,0.556024985,0.234115783,2.391705557,4.482785165,9.675898899,0,8332,2195,26.3,6264,53.3,3338,38.3,2399,677,11.1,695,14.9,936,240,4,24.12072836,21.526565230000003,26.5527563,22.87353455,4.926415565
660,0.151515152,0.151515152,0.151515152,0.0,1.060606061,3.2,37.1,34.5,25.2,10.6,56724,416,2.6,95.0,239.2,214.5,88.2,80.3,6.8,6.2,0.357493101,0.2812051,0.031815175,0.305836203,0.431044313,0.939060825,0,682,213,31.2,498,45.9,228,37.7,188,45,8.4,42,12.6,63,18,6,26.21212122,20.303030299,23.484848485,25.9090909,4.090909091
57900,1.967184801,2.424870466,0.873920553,0.14507772,1.775474957,15.5,36.9,31.7,15.9,15.7,58320,31376,3.3,123.0,244.8,213.8,91.1,82.1,7.7,7.3,28.23948139,14.70000401,1.132895046,27.05132317,31.36185066,79.96581128,12,56793,11808,20.8,42556,47.2,20070,36.9,15703,2851,6.5,2769,12.2,5176,1332,5,29.041450779999998,27.29879102,22.979274619999998,16.939550949999997,3.740932642
105630,38.31771277,0.361639686,2.69620373,0.07573606,0.96184796,8.2,16.6,27.6,47.7,9.4,75740,53303,3.7,169.3,191.3,174.8,65.9,61.2,7.1,6.7,73.77932919,3.784462235,3.501511788,41.6998222,38.79958011,119.5819329,7,102212,18766,18.4,79216,41.3,32731,33.6,26617,4587,6.0,4744,10.8,8537,2131,3,27.60674051,26.05415129,26.84937991,16.742402730000002,2.74732557
50251,6.431712802,0.465662375,1.186046049,0.113430579,2.069610555,7.9,29.6,27.7,34.9,6.5,93751,27379,3.3,112.8,386.0,306.1,116.2,97.6,9.6,7.5,27.80025363,19.13502351,0.41579799,47.30117937,14.26187107,114.19476,0,49071,12065,24.6,39431,38.9,15345,28.5,11238,2656,7.2,2855,10.4,4113,1118,2,23.65326063,21.23141828,28.93673758,22.290103675,3.888479831
337890,13.31853562,0.803219983,3.467400633,0.108023321,2.06872059,11.8,25.5,32.7,30.0,12.1,71959,164757,4.6,118.7,224.8,199.9,72.9,66.5,6.2,5.4,116.5468979,68.78621461,6.156972487,127.8484153,113.1564427,399.0612875,26,321184,62311,19.4,255997,44.2,113161,34.8,89087,17168,6.6,16966,12.7,32399,7860,2,26.76521945,26.09488295,26.381662679999998,17.699251235,3.058983693
36240,0.725717439,0.565673289,0.593267108,0.052428256,1.261037528,9.0,42.0,30.0,19.0,10.1,53809,18376,3.6,96.6,230.8,212.0,80.3,74.4,6.5,6.1,18.699791,4.576114508,0.714848657,14.24823346,17.99577338,47.14751823,0,36520,8144,22.3,28428,44.1,12547,36.4,10348,2186,9.5,2710,12.6,3585,858,5,24.49227373,24.8178808,26.15618101,20.030353198,4.503311258
230163,1.946446649,0.237223185,2.952255575,0.04344747,1.909950774,5.9,24.5,28.2,41.4,6.3,83210,118982,3.5,123.0,375.1,304.1,112.9,94.8,10.2,7.4,148.5290426,104.7394161,1.955104359,244.0347128,76.31973642,576.0255662,19,226632,52232,23.0,183995,39.5,72631,30.3,55750,12210,6.9,12682,9.4,17334,4896,3,22.42932183,24.278011669999998,28.366853050000003,20.840013386,4.085800063
14029,34.48570818,0.441941692,0.805474375,0.23522703,1.432746454,16.0,34.3,30.0,19.8,17.2,42618,5582,4.4,79.0,255.0,223.5,86.2,78.1,7.1,6.2,6.372998338,5.731239972,0.151319867,6.82966008,5.436706659,20.23768117,4,14370,4452,31.0,11199,52.2,5842,39.0,4368,1171,10.7,1195,16.8,1884,486,6,22.21826217,20.5431606,24.420842540000002,26.602038630000003,6.215696058
55655,30.54712065,3.713952026,0.601922559,0.08624562,1.872248675,18.4,34.7,33.8,13.1,25.3,36862,22338,5.0,68.4,255.0,223.5,86.2,78.1,7.1,6.2,25.28257342,22.73662846,0.600307022,27.09421425,21.56817372,80.28570431,10,56589,14110,24.9,44010,50.8,22361,37.9,16680,4513,11.2,4941,16.5,7244,1861,6,23.11023268,24.371574879999997,25.58979427,22.389722398,4.53867577
14952,1.397806314,0.508293205,2.367576244,0.006688068,1.718833601,6.5,31.4,37.8,24.3,8.4,56738,6936,2.7,94.5,218.2,193.1,84.8,77.9,6.9,6.5,9.105330712,4.041023464,0.559016142,6.054429058,10.23757527,19.36185568,0,15201,4022,26.5,11563,42.7,4942,35.9,4151,879,6.9,799,10.5,1209,356,6,24.81942215,22.017121449999998,25.414660249999997,21.421883361,6.326912788
93533,1.770498113,0.758021233,0.935498701,0.102637572,1.909486491,10.5,33.1,35.2,21.2,11.8,56337,47848,2.3,93.8,218.2,193.1,84.8,77.9,6.9,6.5,56.95886152,25.27882876,3.496954037,37.87379034,64.04167521,121.1190775,29,93287,21265,22.8,71503,48.4,34617,38.6,27600,5185,7.3,5197,10.5,7503,2111,3,26.217484730000002,24.16152587,25.23280554,19.987597956000002,4.400585889
124937,7.01073341,0.280941595,2.068242394,0.030415329,1.75928668,15.1,30.1,30.2,24.5,16.6,48794,56262,3.4,93.0,229.5,205.0,80.1,72.3,7.0,6.2,52.12131345,25.77805649,1.695601428,52.51449639,57.52757887,158.5510205,15,121449,25531,21.0,101225,39.9,40363,29.0,29355,7216,7.8,7941,10.9,11065,2995,3,24.402698960000002,29.502069040000002,23.534261270000002,18.718233986,3.842736739
64569,4.404590438,0.87348418,1.067075532,0.274125354,2.005606406,18.7,40.3,24.9,16.1,17.1,44040,27421,3.8,84.1,253.1,225.8,85.1,77.8,8.1,7.4,54.82157515,11.36870522,1.096813003,34.2110282,23.71023588,96.35740671,20,63465,14917,23.5,49668,53.6,26600,36.5,18129,4888,12.0,5936,14.5,7211,1806,4,25.227276250000003,23.6723505,26.624231440000003,20.144341713,4.33180009
2637772,23.48235556,1.08458957,6.738565729,0.111647254,1.926208937,21.3,22.6,25.4,30.7,14.2,59838,1359225,3.7,98.7,224.8,199.9,72.9,66.5,6.2,5.4,909.834988,536.9864479,48.06502007,998.061411,883.367061,3115.31176,614,2552213,377154,14.8,1948080,42.1,820238,35.7,695465,123684,6.3,122040,11.6,226524,59528,1,28.72185314,30.738024359999997,24.81021862,13.370829623999999,2.359074249
542364,5.485246071,0.465923255,6.411561239,0.055682162,2.681778289,4.4,17.9,27.0,50.7,10.8,71789,320589,2.2,118.1,264.9,238.3,94.6,86.4,7.9,7.1,283.7033856,171.6587404,12.40794156,284.7296063,305.6271921,858.0138235,39,522837,93985,18.0,431740,29.4,126913,25.1,108367,21049,4.5,19252,6.9,29825,10030,3,23.574204780000002,33.29848589,23.80320228,16.206274757,3.117832305
40959,0.510266364,0.317390561,0.510266364,0.705583632,1.174345077,8.3,46.5,28.4,16.7,7.6,62782,23528,2.8,111.8,292.7,248.6,93.7,83.7,8.3,7.1,21.16024024,7.834790061,0.679762644,27.70207971,18.94225182,79.82655956,5,40723,9546,23.4,30428,45.1,13722,35.0,10650,2502,9.2,2798,12.0,3637,918,5,27.996288970000002,23.05720355,23.91415806,20.188481165,4.843868259
42446,1.97191726,1.29576403,0.852848325,0.094237384,1.564340574,13.9,23.4,32.9,29.7,18.1,47087,20784,3.1,77.7,224.8,199.9,72.9,66.5,6.2,5.4,14.64071038,8.640976843,0.773443589,16.06041563,14.2147988,50.13038388,5,41016,7785,19.0,33739,43.9,14817,34.7,11707,2342,7.1,2403,10.5,3559,959,5,28.12514725,31.67082882,20.772275365,15.874287330000001,3.557461245
35567,5.035566677,0.955942306,0.463913178,0.042173925,2.119942643,14.5,42.5,30.3,12.7,16.1,47624,15892,4.0,85.5,230.8,212.0,80.3,74.4,6.5,6.1,18.35252391,4.491133132,0.70157346,13.98363464,17.66158035,46.27195863,4,36035,7957,22.1,28077,50.4,14147,37.1,10417,2499,11.1,3105,13.9,3908,939,5,23.274383559999997,25.66423932,27.04192088,20.00449855,4.014957685
14668,10.45814017,18.27788383,0.490864467,0.040905372,7.390237251,18.6,39.4,29.7,12.3,23.0,35308,5756,5.0,68.0,206.7,189.1,73.9,68.5,6.2,5.8,4.207247179,4.791277071,0.464991952,4.906595075,8.407054487,17.34233983,0,14979,3990,26.6,11127,55.7,6202,39.4,4384,1380,13.1,1460,18.4,2051,513,6,26.179438230000002,21.523043360000003,24.4614126,23.05699482,4.77911099
